Wolfgang Amadeus Mozart,589.4192936391853
Billie Holiday,565.4870023574596
Frank Sinatra,561.8517001940144
Ella Fitzgerald,525.3637605808505
Dean Martin,489.12562841874086
Doris Day,380.9695642109248
Lata Mangeshkar,367.16534814622617
Miles Davis,331.59678792415946
Johnny Cash,331.02009355219667
Bob Dylan,311.3830639498557
Elvis Presley,304.3576013111815
Queen,282.449276197829
The Beatles,262.75641981412355
The Beach Boys,236.96755106220527
The Rolling Stones,234.2915336002332
Sonny Boy Williamson I,203.87689571125063
Thelonious Monk,197.12474284639484
Glenn Gould,192.3219314875184
Fleetwood Mac,190.60683934254504
Carmen Miranda,184.70801398509505
Bob Marley & the Wailers,176.77616593031723
Nat King Cole,173.48927925342662
Nina Simone,173.07749645177103
Sarah Vaughan,172.98619714982752
Oscar Peterson,163.79928960384603
Stevie Wonder,161.74969062503618
Led Zeppelin,158.12735650333454
Maria Callas,155.6051784200068
Elton John,153.29494452814114
Julie London,152.94465132975063
Vicente Fernández,152.1455315451763
Aretha Franklin,150.70354868202108
Leonard Bernstein,149.10574180148225
Marvin Gaye,147.68438584482303
Dinah Washington,145.62252091988833
Javier Solís,144.9041641184969
Taylor Swift,143.57808775367826
Chet Baker,134.87894656430964
Peggy Lee,134.04873689647576
The Who,130.06038334103127
Willie Nelson,129.8379393674507
Waylon Jennings,128.86620572426855
David Bowie,127.03396805836603
Ray Price,126.7677126006956
Grateful Dead,124.83018737361816
The Weeknd,123.35083100099237
John Coltrane,122.47360720075051
Asha Bhosle,121.58658390502268
Lester Young,116.74127974262923
U2,113.68116590249089
Van Morrison,111.4758875240577
Kygo,110.36863478519469
Pete Seeger,110.1762536753474
Jimmy Buffett,109.77225325671179
Jackie Gleason,107.18464714432099
Red Hot Chili Peppers,106.59370638512169
Sonny Rollins,106.55055840818666
Charles Mingus,105.52023224462779
Billy Joel,105.325195540907
Harry Belafonte,105.03821785364113
Vladimir Horowitz,103.77621488675075
Talking Heads,102.17830618288983
Genesis,101.64794309126016
Metallica,101.53397882377683
Louis Prima,100.96812152599476
The Moody Blues,98.25577441050581
The Kinks,97.23492366714797
Dizzy Gillespie,96.90273987706159
R.E.M.,96.8199634175251
George Strait,95.19244455237333
Stan Kenton,94.89885536162446
Rosemary Clooney,94.236374236222
The Platters,93.79277375131102
Chris Brown,92.8385687115403
Roy Acuff,91.90192975165147
Martin Denny,91.32697639665867
Justin Bieber,90.48150173554404
Eric Clapton,90.23217668678795
Dolly Parton,86.31591955817207
Kiss,86.04919576960219
Miles Davis Quintet,85.64350449600053
Bill Evans,84.3217534323679
Johnny Mathis,84.00762303540003
Hank Williams,83.43681724812706
Sam Cooke,83.31458260898563
Bruce Springsteen,83.02377977338125
Michael Jackson,83.01054365819328
Anita O'Day,83.0004175330265
Odetta,82.57783133891922
Otis Rush,82.4624140620324
The Byrds,81.85694785407189
Otis Redding,81.62924134492918
John Prine,81.46218852876488
J Balvin,80.26098879309863
Frank Zappa,79.30162058190766
Neil Young,78.57392798068746
The Monkees,78.46484979097319
Bad Company,77.92200221848081
Electric Light Orchestra,77.58597997073345
Julie Andrews,76.9497288376993
Dave Brubeck,76.74564190125594
Clifford Brown,76.68083039455887
Johnny Horton,76.20621533383644
Los Tigres del Norte,76.1374769191996
Lester Flatt,75.71811909631954
Pink Floyd,75.56797181931677
Earl Scruggs,75.56689498994729
John Denver,75.39015581052779
Neil Diamond,75.1461896411892
Stan Getz,73.71006723193214
Kehlani,73.20884300331866
Nirvana,72.98342180439226
Prince,72.77809277455616
The Isley Brothers,72.67244355788029
Mina,71.7548551136394
Wings,71.69377622062659
Flatt & Scruggs,71.2831738524036
Art Pepper,71.18081822553572
Steely Dan,70.03246425327642
Eagles,69.70636371522794
The 1975,69.19205025945612
B.B. King,68.5226894192701
Ariana Grande,68.45011105762008
James Brown,68.03487689860421
Aerosmith,67.87065906025278
Antonio Carlos Jobim,67.80275393191447
Henry Mancini,67.4232408756176
Bud Powell,66.95094879552829
5 Seconds of Summer,66.7723638524289
Santana,66.74752161542345
Marty Robbins,66.67749297963758
Rush,66.41305686521834
Sublime,66.12760482138559
Little Feat,65.93928627168033
Bee Gees,65.87764947393529
Celia Cruz,65.60330873423001
Ray Charles,65.44876760571108
Jefferson Airplane,65.42889170939685
Jerry Vale,65.41444398014131
Leontyne Price,65.37127702929881
Joni Mitchell,64.69487286695733
Journey,64.65648426077018
Beyoncé,64.15063032207307
Luis Miguel,64.05683540647561
