Sonny Boy Williamson I,659.3901474685342
Doris Day,566.7821279720672
Lowell Fulson,236.93524196822406
Woody Herman,209.0912734166722
Brownie McGhee,206.97228603578023
Erroll Garner,200.3935535651221
Les Brown,191.96813247335146
Frank Sinatra,165.65952718074723
Wolfgang Amadeus Mozart,131.90690366806075
Lata Mangeshkar,128.79490093328616
Harry James,51.11018459891953
John Williams,49.52574605933531
Glenn Gould,42.60797133807459
Leonard Bernstein,33.46618554687021
The Andrews Sisters,30.593542869736993
Vladimir Horowitz,26.525985616725393
Patrick Doyle,22.80818104177837
The Charioteers,22.394573929964707
Julie Andrews,19.415330358233316
Thelonious Monk,19.363742583706106
Bobby McFerrin,19.36080521181726
André Kostelanetz,18.967005326618768
Doris Day,17.798863235770554
Ray Conniff,17.77546715423968
Frankie Laine,17.283612574906595
Miles Davis,16.027956116359633
André Previn,14.932871854100425
Marcus Roberts,14.103867938063072
Tony Bennett,13.265895334346267
Olivier Messiaen,12.943414801407139
John Denver,12.807906428390126
Plácido Domingo,12.807906428390126
Asha Bhosle,12.292662257167782
Ella Fitzgerald,12.13088942599794
Sarah Vaughan,11.727331402097361
Robert Goulet,11.008548923706343
Plácido Domingo,10.530492871112637
Eileen Farrell,10.476243735997164
Mark O'Connor,10.27087503247194
Barbra Streisand,9.510776000038943
Claus Ogerman,9.510776000038943
Pierre Boulez,9.447344166451282
Dinah Shore,9.35434392726133
Andy Williams,9.280826235845964
Dexter Gordon,9.256527465522552
Leontyne Price,8.973646015284451
Philip Glass,8.758307787324664
Robert Palmer,8.679125296632906
Kiri Te Kanawa,8.611317007717581
Buddy Clark,8.444519308509223
Bernard Herrmann,8.343697721869434
