artist_name,artist_id,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,genre
Frank Sinatra,792507,-1.190115402909107,-1.6081250074845108,-0.9030488781598531,-0.530782981696786,-1.0323004966466285,1.3296733617716254,-0.47736667537104027,0.31317130098824136,-0.2664959140308619,Vocal
Johnny Cash,816890,0.5508947393100414,-0.6298241285581289,0.6766863204486053,-0.27747369789654375,-0.3915661524707382,1.1600686364963766,-0.4696949786751418,0.4004388089595554,0.3784878460346168,Country
Billie Holiday,79016,0.20193871972112296,-1.7777535795539592,-0.23072665506841264,-0.5448424753326854,-0.7822369544636002,1.91586531078856,-0.5107301853236267,0.18938837023386296,-0.09639748616887753,Vocal
Bob Dylan,66915,-0.2422457900706178,-0.4976762425321576,0.033912009906692436,0.3027114865524541,-0.293764710684982,0.7426979114827478,-0.42017285949643063,0.974941343171775,-0.06848763620921756,Pop/Rock
The Rolling Stones,894465,-0.15458756663531603,0.6223424242447364,0.5502046152268639,0.17775696784065886,0.5087129061522971,-0.16881778809663434,0.18756871867376082,0.6259933312127047,-0.24226803579559086,Pop/Rock
The Beach Boys,41874,-0.3136641410567934,-0.24681724578403788,0.4434726359467749,0.293942092141805,0.007358877601762014,0.18625419647252914,-0.07267306157183179,-0.039065601660838105,-0.34139102761239104,Pop/Rock
Elvis Presley,180228,-0.36620135932559755,-0.7366198065901246,0.3800231752940068,-0.46256568547550764,-0.7027477715253235,1.349219716098584,-0.3370504509245538,0.4443707688322664,-0.15151487104909817,Pop/Rock
Wolfgang Amadeus Mozart,26350,-1.4204405368186515,-2.071657287492137,-1.0716172483446336,-0.613063756857506,-2.4446519298659073,2.0958560511412463,1.6124149840803328,-0.05939430731177123,-0.016068528138733357,Classical
Miles Davis,423829,-0.6297505537525027,-1.2831493172836563,-0.635550708139368,-0.3550601193315945,-1.093425002306529,1.0585795850562885,0.3114757060999701,0.20690651983417135,-0.20071514356823172,Jazz
Ella Fitzgerald,184502,-0.8587760317718086,-1.5913671239907325,-0.7691918565385307,-0.5891395884643316,-0.7876103998990136,1.6578364722984238,-0.5450045521053025,0.1518113551538023,-0.12214132286870834,Vocal
Dean Martin,813392,-0.5834246118156731,-1.6932546820201533,-0.3510089495169536,-0.4790345141902257,-1.081195858222093,1.773758407278663,-0.45555360010651597,-0.1423828621088843,-0.3447272032033419,Vocal
Queen,858827,-0.6379307604101523,0.07893542193931957,-0.5579565107482356,-0.19251527866091425,0.030527882915172187,-0.2047722898107524,-0.43074310138105026,0.6266683663807638,0.017802665617434182,Pop/Rock
Lata Mangeshkar,132940,-0.33278461690075484,-1.308922353388549,0.5185884132118073,-0.25764332824010283,-0.5614233632690047,2.0429970578452172,0.5570271537314728,0.10763902274130126,0.20874499485449668,International
Glenn Gould,803752,-1.3712380235726702,-1.6813217489605876,0.49283261018392455,-0.5276658587953611,-2.909976451520394,2.1594189419989864,3.143111461182584,-0.48651318751003986,-0.2956506406875052,Classical
The Beatles,754032,-0.17286823671349869,-0.17879589258119813,0.3720841208521477,0.03743824848845185,0.06550896018318776,0.056935119216136344,-0.3444021453129292,0.23479571750671785,-0.2163221783512641,Pop/Rock
Fleetwood Mac,182900,0.23914709495591688,-0.3155720546967412,0.3133369395203725,0.15263422462343826,-0.4825934792523287,0.05493577356827917,-0.008546230629277085,0.4142088617951658,-0.3755351610422133,Pop/Rock
Led Zeppelin,139026,-0.9157583914610572,0.47852659620644156,-0.1955085314705273,-0.07667394938670118,-0.058812929122042015,-0.407061621308174,0.11170604183059978,0.26347567730285687,-0.1011931000673356,Pop/Rock
Bob Marley & the Wailers,69402,1.4611949905709414,-0.17516142086033648,1.0195861713021002,-0.003046441899112735,0.06956284309826428,-0.4724912841257262,-0.44470539341809273,0.809920239985264,1.1063348011040233,Reggae
Nina Simone,411761,-0.7463127797208218,-1.175508669021759,-0.45257873110936914,-0.3065168634973001,-0.8186025860243105,1.4798753383891132,-0.401924420668317,0.8135652129531659,-0.1528782821538747,Vocal
Elton John,796734,-0.159609333300312,0.002555686799411085,-0.07136419701954261,0.4009335645614641,0.0719694668334855,0.025065767244550934,-0.5172441057061764,0.22964171428051375,-0.3624890639974605,Pop/Rock
Stevie Wonder,622805,0.1008469036851274,-0.27678416835412833,0.3537835412202197,-0.3416343046080546,-0.49520616384447524,-0.0012078912239626646,-0.4590781217079623,-0.10776654767748829,-0.19999877479672618,R&B;
Marvin Gaye,316834,-0.029934520540073412,-0.13035220402897893,0.5224061331180303,-0.2194691540958727,-0.18577951309071614,0.2702097163601984,0.02024550274609177,0.3015891100223003,-0.2625200746479226,R&B;
Leonard Bernstein,239859,-1.639242006832374,-1.7297415729519254,-1.5303833824009807,-0.7935221509407261,-2.2458830103920135,1.8036960739331545,1.6001312332519566,0.2720371907028376,0.2084253553844891,Classical
The Who,577627,-0.5423456858663384,0.6404457903850227,-0.20623306601111588,0.3592497099005053,0.2716715293616831,-0.4058585893591869,-0.2695270607645447,0.4886349390162195,-0.09481326292669928,Pop/Rock
Willie Nelson,583959,0.13054400637488003,-0.9782443152323592,-0.23182838095736133,-0.2622977037375647,-0.708454540185773,0.8946700038980969,-0.4104293266375398,0.13971557686061664,-0.3184975904178333,Country
